sample,site,unit,dickinson,Qps,QpT,Qms,Qrv,Qrm,Qrg,Kor,Kan,Kpg,Kmi,Kp,Krg,Krm,Krv,Ps,Pmy,Ptw,Prg,Prm,Prv,As,Atw,Arg,Arm,Arv,Lcmif,Lcmir,Lcmic,Lcmich,Lcmi,Lssc,Lcsf,Lcs,Lch,Lchb,Lss,Lsp,Lvf,Lva,Lvg,Lmf1,Lmf2,Lmf3,Lmf4,Rmf5,Lmp1,Lmp2,Lmp3,Lmp4,Rmp5,Lmb1,Sed,Gra,Volc,Met,C,Ap,Gr,Hb,Px,Rt,St,Zr,Mb,Mm,Mrg,Mrm,Chl,Gl,Op,Ph,Si,AR,Bz,Sh,Das,Ech,Fc,Md,Oo,Ra,Se,Fph,Pore,provenance
JR23,Allinges,AS,331,22,0,168,0,0,3,2,59,1,0,0,0,0,0,44,0,0,5,0,0,7,2,0,0,0,0,0,0,0,15,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,0,0,170,0,0,0,0,0,0,0,5,5,0,0,0,15,2,0,0,1,1,2,0,1,3,0,0,0,0,0,6,quartzose
JR24,Allinges,AS,236,86,1,83,0,0,9,0,0,21,0,0,0,0,0,18,0,0,12,0,0,2,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,1,6,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,83,quartzose
JR25,Allinges,AS,188,59,2,69,0,0,7,0,2,20,0,0,0,0,0,13,0,0,8,2,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,4,0,2,11,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,22,quartzose
JR26,Allinges,AS,365,79,0,167,0,0,35,0,4,12,0,0,17,0,0,34,0,0,6,0,0,3,0,0,0,0,0,0,0,0,5,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,46,0,0,0,0,0,0,0,1,0,3,0,0,2,1,0,0,0,1,0,0,1,0,4,0,0,0,0,35,quartzose
JR32,torrent de Saxel,BM,333,21,0,209,0,0,6,1,25,2,0,0,0,0,0,31,0,1,7,0,0,3,0,0,0,0,0,0,0,0,22,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26,7,0,0,178,0,0,0,0,0,0,1,3,1,0,0,0,5,0,1,0,3,0,0,0,0,7,1,0,0,0,0,0,quartzose
JR36,carrière inférieure de Saxel,VS,326,23,1,137,1,0,26,23,31,3,0,1,3,0,0,20,0,1,25,0,2,0,0,0,0,0,1,4,0,0,10,0,0,0,8,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,23,1,2,0,76,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,11,1,2,0,1,2,0,0,0,0,0,27,quartzose
JR37,carrière inférieure de Saxel,VS,335,34,1,165,0,0,24,0,8,26,0,0,0,0,0,26,0,0,25,3,0,0,0,2,0,0,1,4,0,0,7,1,0,0,2,0,0,1,3,0,1,0,0,0,1,0,0,0,0,0,0,0,16,18,1,2,109,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,9,1,1,0,3,2,4,0,0,0,0,8,quartzose
JR38,carrière de Bons,VS,210,0,0,180,0,0,0,3,21,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,429,0,1,0,0,0,0,1,6,4,0,0,0,19,1,6,0,0,0,0,0,0,119,0,0,3,0,0,0,quartzose
JR39,torrent de Saxel,BM,310,14,0,199,0,0,6,1,36,0,0,0,0,0,0,38,0,0,5,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,0,0,157,0,0,0,0,0,1,0,1,2,0,0,0,1,1,2,0,0,0,0,0,0,2,1,0,1,0,1,0,quartzose
JR40,torrent de Saxel,BM,321,50,0,148,0,0,20,0,16,0,0,0,2,0,0,41,0,3,18,0,2,6,0,1,0,0,0,0,0,0,7,0,0,0,3,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,10,16,2,0,111,0,0,0,0,0,1,0,3,2,1,0,0,1,0,1,0,1,0,0,0,2,4,0,0,0,0,0,7,quartzose
JR41,torrent de Saxel,BM,325,10,0,237,0,0,4,3,17,0,0,0,1,0,0,35,0,1,5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,7,6,2,1,165,0,0,0,0,0,0,2,1,2,0,0,0,2,8,4,2,1,1,0,0,0,4,0,0,0,0,0,5,quartzose
JR42,torrent de Saxel,BM,313,3,1,229,0,0,9,0,23,0,0,0,5,0,0,21,0,1,6,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,8,0,1,96,0,0,0,0,0,0,1,0,1,0,0,0,2,4,2,0,3,0,0,0,0,6,0,0,0,0,0,2,quartzose
JR43,Supersaxel,BM,293,9,0,160,0,0,3,0,40,2,0,0,1,0,0,40,0,1,1,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,3,0,0,162,0,0,0,0,0,0,0,4,4,0,0,0,4,6,41,0,14,2,8,0,2,24,1,0,1,0,14,2,quartzose
JR45,carrière inférieure de Saxel,VS,304,39,2,98,0,0,28,0,34,0,0,0,17,0,3,19,0,3,24,0,0,1,0,0,0,0,3,0,0,0,19,1,0,0,3,0,1,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,27,25,2,2,125,0,0,0,0,0,0,0,1,2,4,0,0,4,0,9,0,1,0,12,0,1,2,0,0,0,0,0,0,quartzose
JR47,la Salle 1,VC,261,39,3,46,0,0,22,57,33,8,0,0,25,0,0,1,0,4,1,0,0,4,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,5,3,0,2,0,0,0,1,0,0,0,0,0,0,0,6,13,2,4,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,feldspathic
JR48,route des Monastères,VS,310,9,1,125,0,0,32,0,38,7,0,0,28,1,0,26,0,0,12,2,0,2,0,0,0,0,0,0,0,0,15,0,0,0,8,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,24,20,0,1,162,0,0,0,0,0,0,0,0,2,2,0,1,5,2,0,0,5,0,0,0,3,26,0,0,0,0,1,2,quartzose
JR51,Crête des Voirons 1,VS,318,36,3,171,0,0,18,0,7,24,0,0,11,0,0,5,0,1,10,0,0,1,0,1,0,0,0,0,0,0,26,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,29,26,0,3,283,0,0,0,0,0,0,0,1,2,1,0,0,1,1,1,0,3,0,0,0,1,6,0,0,1,0,0,4,quartzose
JR53,torrent de Saxel,BM,325,28,1,158,1,0,34,16,9,0,0,0,19,0,0,9,0,3,9,0,0,6,0,5,0,0,0,0,0,0,14,0,0,0,3,0,1,0,2,0,6,0,0,0,0,0,0,0,0,1,0,0,18,20,6,2,113,0,0,0,0,1,0,0,4,4,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,1,4,quartzose
JR54,torrent de Saxel,BM,335,30,3,171,1,0,25,2,1,16,0,0,3,6,0,44,0,1,13,0,0,3,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1,0,3,0,0,0,0,2,0,0,0,0,0,0,11,12,3,3,98,0,0,0,1,0,0,0,7,2,4,1,0,0,2,1,0,0,0,1,0,2,1,0,0,0,0,0,23,quartzose
JR55,torrent de Saxel,BM,304,0,0,138,0,0,0,16,41,1,0,0,0,0,0,106,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,163,0,0,0,0,0,0,1,8,0,0,0,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,9,quartzose
JR57,torrent de Saxel,BM,313,2,0,165,0,0,14,14,0,32,0,0,4,0,0,50,0,0,12,0,0,8,0,0,0,0,0,0,0,0,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,0,0,109,0,0,0,0,0,0,0,9,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quartzose
JR58,Saxel Eglise,VC,324,45,2,31,2,0,54,1,2,47,0,0,3,0,0,58,0,8,46,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,2,0,7,0,1,0,0,1,0,0,0,0,0,0,4,32,7,2,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,feldspathic
JR59,la Salle 2,VC,294,37,1,25,3,0,42,27,1,40,0,0,20,0,0,42,1,4,22,0,10,5,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,4,0,0,0,0,0,2,0,0,0,0,0,4,20,4,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,feldspathic
JR60,D20 - Bovet/Rollin,BM,316,6,0,172,0,0,6,56,9,6,0,0,7,0,0,35,0,1,1,0,0,3,0,0,0,0,0,0,0,0,11,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,0,0,206,0,0,0,0,0,0,1,0,3,0,0,1,2,17,5,0,1,0,0,0,0,6,0,0,1,0,1,12,quartzose
JR61,D20 - Bovet/Rollin,BM,263,3,1,213,0,0,1,15,0,1,0,0,0,0,0,15,0,0,1,0,0,7,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5,1,0,3,182,0,0,0,0,0,1,4,0,0,0,0,0,3,8,3,0,8,0,0,0,0,5,1,0,0,0,2,1,quartzose
JR62,D20 - Bovet/Rollin,BM,313,7,0,224,0,0,7,5,9,18,0,0,5,0,0,16,0,0,3,0,0,3,0,0,0,0,0,0,0,0,14,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,0,0,137,0,0,0,0,0,0,0,1,0,0,0,0,1,1,5,0,2,0,0,0,0,5,0,0,0,0,0,4,quartzose
JR63,torrent Chez le Merizier,BM,303,11,0,199,1,0,8,1,11,20,0,0,6,0,0,30,0,1,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,8,1,0,151,0,0,0,0,0,0,0,0,1,1,0,0,3,5,4,0,6,0,1,0,1,8,1,0,0,0,1,6,quartzose
JR64,ruisseau du Rafort,VC,326,11,2,12,2,0,118,2,5,16,0,1,25,0,0,43,0,4,65,0,8,2,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,5,40,2,3,65,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,3,feldspathic
JR65,torrent de Saxel,BM,304,6,0,182,0,0,1,3,15,30,0,0,1,0,0,32,0,0,0,0,0,2,0,0,0,0,0,0,0,0,25,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3,0,0,195,0,0,0,0,0,0,2,0,4,0,0,0,4,3,22,0,4,0,1,0,0,11,0,0,0,0,4,0,quartzose
JR66,torrent de Saxel,BM,324,10,2,171,0,0,15,6,22,16,0,0,5,0,0,42,0,1,14,0,0,1,0,0,0,0,0,0,0,0,16,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18,14,1,0,172,0,0,0,0,0,0,0,2,4,0,0,1,1,2,12,0,4,0,0,0,0,8,1,0,0,0,1,3,quartzose
JR67,torrent de Saxel,BM,310,6,0,152,0,0,2,8,4,30,0,0,0,0,0,89,0,0,2,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,15,1,2,0,206,0,0,0,0,0,0,0,0,8,0,0,1,0,10,19,0,4,0,0,0,0,13,0,0,0,0,4,10,quartzose
JR68,torrent de Saxel,BM,317,16,0,131,0,0,10,14,44,8,0,0,6,0,0,48,0,2,7,0,0,1,0,0,0,0,0,0,0,0,27,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,28,10,0,2,108,0,0,0,0,0,1,0,1,0,0,0,1,1,5,9,0,2,0,0,0,1,12,1,0,0,0,5,0,quartzose
JR69,torrent de Saxel,BM,314,15,0,198,1,0,3,6,18,20,0,0,2,0,0,29,0,1,3,0,0,2,0,0,0,0,0,0,0,0,11,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,14,3,2,0,145,0,3,0,0,0,0,0,2,6,0,0,1,6,5,3,0,1,0,0,0,1,6,0,0,0,0,0,7,quartzose
JR70,torrent de Saxel,BM,311,5,0,187,0,0,6,2,7,40,0,0,4,0,0,30,0,3,4,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,19,5,1,2,162,0,0,0,0,0,0,1,2,6,0,0,0,7,8,8,0,5,0,0,0,1,7,0,0,0,0,0,0,quartzose
JR71,torrent de Saxel,BM,311,7,0,220,0,0,9,2,9,22,0,0,2,0,0,32,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,141,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,quartzose
JR72,torrent de Saxel,BM,305,5,0,193,0,0,3,4,35,0,0,0,6,0,0,56,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,161,0,0,0,0,0,0,1,5,0,0,0,2,2,0,5,0,3,0,0,0,0,5,0,0,0,0,1,1,quartzose
JR73,torrent de Saxel,BM,337,4,0,244,0,0,4,0,2,5,0,0,1,0,0,45,0,0,10,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,5,1,0,122,0,0,0,0,0,1,0,1,2,1,0,0,1,0,1,0,0,0,0,0,1,5,0,0,0,0,0,2,quartzose
JR74,torrent de Saxel,BM,334,12,0,188,1,0,8,2,9,13,0,0,4,0,0,68,1,0,8,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19,6,1,0,155,0,0,0,0,0,0,0,3,1,0,0,0,5,1,2,1,1,0,0,0,1,7,0,0,0,0,1,4,quartzose
JR75,route de Supersaxel,BM,311,13,0,219,0,0,3,17,0,8,0,0,2,0,0,39,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,151,0,0,1,0,0,0,0,0,1,0,0,0,2,3,4,0,2,1,0,0,0,6,0,0,0,0,0,0,quartzose
JR76,route de Supersaxel,BM,312,15,0,209,0,0,17,0,3,13,0,0,1,0,0,29,0,0,17,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6,13,0,3,74,0,0,0,0,0,0,0,1,1,0,0,0,0,1,4,0,2,0,0,0,0,2,0,0,0,0,0,0,quartzose
JR77b,torrent de Supersaxel,BM,307,1,0,208,0,0,0,6,9,31,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,171,0,0,0,0,0,0,0,4,2,0,0,0,6,2,12,0,5,0,0,0,1,5,0,0,0,0,4,4,quartzose
JR78,torrent de Supersaxel,BM,318,3,0,177,0,0,5,0,35,17,0,0,0,0,0,68,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,140,0,0,0,0,0,0,0,1,2,0,0,0,3,6,9,0,8,0,1,0,0,4,0,0,0,0,4,2,quartzose
JR79,torrent de Supersaxel,BM,324,5,0,258,0,0,1,0,15,2,0,0,0,0,0,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,10,1,1,1,141,0,0,0,0,0,0,3,1,2,0,0,0,1,6,15,0,8,0,0,0,0,14,0,0,0,0,2,1,quartzose
JR80,la Parire,VC,374,41,7,50,0,1,46,1,0,45,0,0,4,2,0,89,0,4,61,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,2,3,0,2,0,0,0,0,3,7,0,0,0,0,0,5,40,2,14,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,feldspathic
JR84,route des Monastères,VS,319,16,1,104,1,0,24,11,0,48,0,0,14,0,0,55,0,1,17,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,2,0,0,0,5,0,9,0,0,0,0,1,0,0,0,0,0,0,12,25,9,1,126,0,0,0,0,0,0,0,4,0,3,0,0,2,0,2,0,7,1,0,0,2,9,0,0,0,0,0,9,feldspathic
JR85,route des Monastères,VS,301,9,0,128,0,0,19,6,1,49,0,0,2,0,0,54,0,0,15,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,1,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,13,19,2,1,117,0,0,0,0,0,0,1,7,3,2,0,0,5,0,4,0,0,1,0,0,0,6,2,0,0,0,1,10,quartzose
JR86,route des Monastères,VC,329,15,9,44,3,0,44,2,1,54,0,0,12,0,0,43,0,0,36,3,39,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,6,0,12,1,0,0,0,3,1,0,0,0,0,0,3,34,11,10,114,0,0,0,0,0,0,1,1,1,4,0,1,3,2,2,0,3,1,0,0,3,18,0,0,0,0,0,0,feldspathic
JR87,route des Monastères,VS,326,0,0,184,0,0,6,12,1,1,0,0,0,0,0,86,0,0,8,0,0,1,0,0,0,0,0,0,0,0,25,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,5,0,0,255,0,0,0,0,0,0,0,4,2,0,0,0,9,1,19,0,0,0,0,0,0,26,0,0,3,0,0,25,quartzose
JR88,Conglomérat du Signal,VS,303,26,0,140,0,0,12,0,0,47,0,0,2,0,0,46,0,0,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,13,11,4,0,0,0,0,0,0,0,0,0,2,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,quartzose
JR89,route des Monastères,VS,304,29,2,165,0,0,10,1,0,15,0,0,2,0,0,64,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,9,1,2,1,1,0,0,0,0,0,1,3,2,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,55,quartzose
JR90,le Planet,VS,314,49,1,185,1,0,13,1,2,30,0,0,4,0,1,9,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,1,12,7,0,0,0,0,0,0,0,0,0,0,1,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,quartzose
JR91,le Planet,VS,308,34,1,212,0,0,5,0,0,33,0,0,5,0,0,6,0,0,2,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,69,quartzose
JR92,le Planet,VS,305,12,2,210,0,0,7,2,0,28,0,0,1,0,0,28,0,0,6,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,6,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,quartzose
JR94,torrent de Curseilles,VC,283,51,7,18,1,0,45,1,9,45,0,0,0,0,0,39,0,1,45,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,1,2,0,0,0,0,0,0,0,0,3,21,4,10,7,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,3,feldspathic
JR95,torrent de Curseilles,VC,307,38,3,47,0,0,29,53,1,28,0,0,22,3,0,40,0,3,20,2,5,1,1,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,1,0,2,0,1,0,0,2,0,0,0,0,0,0,7,18,2,5,39,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,12,feldspathic
JR96,torrent de Curseilles,VC,278,35,4,49,0,2,28,18,1,45,0,0,21,2,0,39,0,0,19,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,5,0,1,0,2,0,0,3,0,0,0,0,0,0,4,25,1,6,65,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,feldspathic
JR97,torrent de Curseilles,VS,312,23,0,135,1,0,19,41,2,7,0,0,16,0,0,34,0,3,10,0,0,2,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,12,18,6,0,146,0,0,0,0,0,0,0,1,1,1,0,0,5,2,2,0,0,0,0,0,1,11,0,0,0,0,1,6,quartzose
JR98,torrent de Curseilles,VC,309,21,1,81,0,0,21,18,2,41,0,0,20,2,0,67,1,1,10,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,2,0,14,0,0,0,0,1,0,0,0,0,0,0,6,14,13,0,116,0,0,0,0,0,0,0,4,1,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,feldspathic
JR99,torrent de Curseilles,VC,305,54,11,47,0,0,33,17,0,38,2,0,22,4,0,34,0,2,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,4,0,1,2,0,0,0,3,1,0,0,0,0,0,12,27,1,15,24,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,31,feldspathic
JR100,torrent de Curseilles,VC,303,41,9,55,0,0,22,58,0,20,0,0,11,1,0,52,0,4,11,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,1,0,0,0,4,0,0,0,0,0,0,4,17,8,10,29,0,0,0,0,0,0,0,0,0,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34,feldspathic
JR101,torrent de Curseilles,VC,325,17,4,115,0,0,28,1,0,64,0,0,8,0,0,50,0,0,17,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,4,0,2,2,1,0,6,1,0,0,0,0,0,1,0,0,0,0,12,17,6,6,88,0,0,0,0,0,0,0,3,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,feldspathic
JR102,Signal des Voirons ,VS,276,35,1,103,1,0,26,0,0,43,0,0,17,0,0,11,0,2,17,0,0,0,0,0,0,0,1,1,0,0,7,0,0,0,3,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,12,28,2,1,183,0,0,0,0,0,0,0,1,0,5,2,0,1,0,0,0,14,3,0,0,0,4,0,0,0,0,0,13,quartzose
JR105,Crête des Voirons (Signal-Brantaz),VS,219,30,2,62,0,1,23,4,1,29,0,0,7,0,0,15,0,0,21,2,0,0,0,0,0,0,0,2,0,0,6,3,0,0,6,0,0,0,2,0,1,0,1,0,0,0,0,1,0,0,0,0,17,20,1,5,127,0,0,0,0,0,0,0,0,0,3,3,0,1,1,0,0,6,0,0,0,1,0,0,0,0,0,1,6,quartzose
JR106,Pralère,VS,232,35,4,80,0,0,23,24,0,22,0,1,18,0,0,18,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,1,16,2,5,0,0,0,0,0,0,0,0,0,1,2,0,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7,quartzose
JR107,la Roche aux Corbeaux,VC,320,39,4,87,2,1,37,0,0,39,0,0,12,1,0,50,0,2,31,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,2,0,4,0,0,0,0,3,0,0,0,0,0,0,5,26,4,5,0,0,0,0,0,0,0,0,4,0,7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27,feldspathic
JR108,torrent de Curseilles,VC,286,29,17,44,4,0,38,11,0,33,1,0,28,1,2,27,0,0,21,3,2,0,0,1,0,0,1,0,0,0,5,1,0,0,4,0,0,0,5,0,6,0,0,0,0,5,2,0,0,0,0,0,11,35,6,21,0,0,1,0,0,0,0,0,2,0,7,2,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,4,feldspathic
JR109,torrent de Curseilles,VC,318,23,1,97,1,0,10,46,5,25,0,1,4,0,1,65,0,4,9,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,2,0,11,1,1,0,0,0,0,0,0,0,0,0,9,11,11,3,56,0,0,0,0,0,0,1,0,1,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,feldspathic
JR110,torrent de Curseilles,VC,303,32,10,45,1,0,39,3,0,59,0,0,25,7,1,35,1,0,27,5,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,3,0,3,1,1,0,0,0,0,0,0,0,0,0,3,31,3,17,32,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,1,0,0,1,0,0,4,0,0,0,0,0,3,feldspathic
JR111,torrent de Curseilles,VS,329,17,1,181,0,0,10,0,4,47,0,0,5,0,0,28,0,0,7,0,0,2,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,10,0,1,216,0,0,0,0,0,1,0,2,3,0,0,0,22,2,1,1,0,1,0,0,0,26,0,0,0,0,0,0,quartzose
JR112,torrent de Curseilles,VS,308,4,0,183,0,0,13,1,1,30,0,0,1,0,0,56,0,0,9,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,5,10,0,2,237,0,0,0,0,0,0,1,6,1,0,0,0,30,11,14,0,0,0,0,0,1,37,0,0,0,0,1,0,quartzose
JR113,torrent de Curseilles,VC,307,24,4,100,0,0,18,15,14,56,0,0,11,2,0,48,0,1,6,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,4,20,0,4,140,0,0,0,0,0,0,0,4,2,0,0,0,5,18,6,0,0,0,1,0,0,6,0,0,0,0,0,2,feldspathic
